"","DS1_L_1","DS1_L_2","DS1_L_3","DS1_L_4","DS1_L_5","DS1_L_6","DS1_R_1","DS1_R_2","DS1_R_3","DS1_R_4","DS1_R_5","DS1_R_6","DS2_L_1","DS2_L_2","DS2_L_3","DS2_L_4","DS2_L_5","DS2_L_6","DS2_R_1","DS2_R_2","DS2_R_3","DS2_R_4","DS2_R_5","DS2_R_6","DS3_L_1","DS3_L_2","DS3_L_3","DS3_L_4","DS3_L_5","DS3_L_6","DS3_R_1","DS3_R_2","DS3_R_3","DS3_R_4","DS3_R_5","DS3_R_6"
"C0119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182013432591325,0,0,0,0,0,0,0,0,0,0,0.0534092932170198,0.00816073381318448,0.00649550997872721,0.0338587076131304,0.0671915648743173,0.0153238439011101
"Campylobacterales",0.00450551926109484,0.00137082071035929,0.00136535547029669,0,0,0.00152534358364222,0,0.00169655429822031,0,0.0204521498355962,0.00152951973080453,0.121953176398851,1.12177279892261,1.35016549919175,0.0760206895523723,0.756362342053746,2.10212434945271,0.222692036645525,0.0436658341047631,0.0200214775850458,0.0195214003351174,0.0573839662447257,0.0733584104637188,0.0610520757705762,0.0535038138616035,0.0292133268414829,0.0298792026521349,0.0469679574157186,0.0211810556638143,0.0318268618714195,9.33853399582437,4.19951362026473,3.94927006706614,0.543432257190743,0,0.0102158959340734
"Catenulisporales",0,0,0,0,0.00159033078880407,0,0,0.00339310859644063,0,0,0.00152951973080453,0,0,0,0,0,0,0,0.0471591008331441,0.00546040297773976,0,0.00168776371308017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caulobacterales",0.0570699106405347,0.567519774088747,9.02090359225024,5.66146826264962,9.63104325699746,0.077792522765753,0.88824656555487,0.80755984595287,0.687156187221899,0.980129949813571,0.93912511471398,1.77634429307274,0.70244708691061,1.12693403125241,0.807906151713447,0.452334341816456,0.0425981145704073,0.848484848484849,2.43655354304578,1.88929943029796,1.25587675489255,1.75189873417722,1.76060185112925,1.97511715398324,2.32672995664819,2.74605272309939,3.27532973834355,0.189611383641234,1.10423903527352,0.0530447697856991,0.993736546522731,1.31714243744798,1.19679771358049,1.50840542416496,3.30272384266837,2.37689845399442
"Cellvibrionales",0,0,0,0,0,0,0,0,0,0,0,0,0.00306077162052553,0.00153952736509891,0.00298120351185774,0,0.00555627581353138,0,0,0,0,0,0,0,0.00274378532623608,0.00417333240592613,0.00853691504346713,0.0034791079567199,0.00423621113276286,0.00530447697856991,0,0,0,0,0,0
"Chlorobiales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388431223396507,0.0440679625911962,0.0519640798298176,0.115119605884643,0.10854022018159,0.0936457127290063
"Chloroflexales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469354394937446,0,0,0.00169293538065652,0,0
"Chromatiales",0,0,0,0,0,0,0.287421649183203,0.140814006752286,0.0638341813266245,0.0361845727860548,0.197308045273784,0.0706044705467033,0,0,0,0.00148306341579166,0,0,0.654987511571446,1.39786316230138,0.422963673927543,0.926582278481013,0.980193229174796,0.846478780278529,0,0,0,0,0,0,1.17014906048198,0.107721686334035,0.0470924473457722,0.176065279588278,0.201574694622952,0.114077504597153
"Chthoniobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820917681169546,0.238437596694636,0.0683249011729108,0.0759493670886076,0.0546286035368119,0.0445515147515015,0,0,0,0,0,0,0,0,0.0032477549893636,0,0,0
"Clostridiales",15.076969287377,12.1084593346036,0.477874414603842,25.343000906335,14.4799618320611,34.873930352812,0.339384885193725,0.303683219381436,0.0882413683044515,0.505010776709721,0.183542367696543,1.33667099921372,22.7614281560381,20.3171426372104,13.1411450802689,21.2285697336418,43.4278517585613,26.4622973925299,0.958901716940597,0.553320835077629,1.38113907370955,0.823628691983122,0.711732663222463,0.810177546036565,0.570707347857104,17.2817694929401,34.9970832206935,42.0902480603973,2.44005761247141,0.719640710092652,8.89507501578002,7.09820627070786,10.3684578035433,5.50711879327566,2.08638423237944,2.47394946536811
"Coriobacteriales",0,0,0,0,0,0.00152534358364222,0,0,0,0,0,0,0.312198705293604,0.0153952736509891,0.0193778228270753,3.18858634395207,0.00926045968921897,0.823114869626497,0.00174663336419052,0,0.00325356672251956,0.010126582278481,0.00156081724390891,0,0,0.00139111080197538,0.00142281917391119,0,0.00141207037758762,0.00353631798571328,0.0971078058491268,0.0195857611516428,0.0146148974521362,0.0355516429937869,0.460003790293403,0.161751685622829
"Corynebacteriales",0.00300367950739656,0.00548328284143717,0.00273071094059338,0.0718817389130231,0.0254452926208651,0.0838938971003218,0.910980481309474,1.11124306533431,0.797927266582806,0.720544971131004,0.802997858672377,1.5821819990693,0.111718164149182,0.00615810946039566,0.0476992561897238,0.0074153170789583,0.0388939306947197,0.0098661028893587,0.136237402406861,0.216595984783677,0.265165687885344,0.219409282700422,0.248169941781517,0.259058807999472,0.00685946331559019,5.89552757877165,0.960402942390052,0.0104373238701597,0.110141489451834,0.0512766107928425,0.299415734701474,0.174639703602148,0.168883259446907,0.191301698014187,0.885550367830746,0.323503371245658
"Cytophagales",0,0.6196109610824,0.00136535547029669,0,0,0.00152534358364222,0.0292293202559189,0.0118758800875422,0.0300396147419409,0.0377578150811006,0.116243499541144,0.00160464705787962,0,0,0,0,0,0,0.0541456342899062,0.116488596858448,0.0829659514242488,0.0658227848101266,0.0827233139271723,0.0792026928915583,0,0,0.00142281917391119,0,0,0,0.0404615857704695,0.0114250273384583,0.0194865299361816,0.0169293538065652,0.0223971882914391,0.0102158959340734
"Deferribacterales",0,0.00822492426215575,0,0,0,0,0,0,0,0,0,0.0080232352893981,0.0091823148615766,0.00923716419059349,0.0178872210711464,0.00889838049474996,0.455614616709573,0.0126849894291755,0.0122264335493337,0.0109208059554795,0.00976070016755869,0.00843881856540084,0.00780408621954455,0.00990033661144479,0.00823135597870823,0.00278222160395075,0.00711409586955594,0.0104373238701597,0.0127086333982886,0.0123771129499965,0,0,0,0.00338587076131304,0.00172286063780301,0
"Desulfobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505965496417438,0.212727951803316,0.042323384516413,0,0.0153238439011101
"Desulfovibrionales",0.0120147180295862,8.60189995750456,0.00819213282178015,0.0031252929962184,0.00477099236641221,7.36893485257554,0,0.0237517601750844,0,0,0.00152951973080453,0.00481394117363886,0.639701268689837,0.429528134862597,1.1358385380178,0.35741828320579,0.638971718556109,8.04087385482734,0.0261995004628578,0.0200214775850458,0.318849538806917,0.0135021097046414,0.0187298069269069,0.0231007854267045,0.00411567798935411,0.00556444320790151,0.00995973421737831,0.0226142017186793,0.00988449264311333,0.328877572671335,1.50193406379983,0.408036690659224,0.467676718468359,0.766899727437404,0.570266871112796,0.548253081795273
"Desulfuromonadales",0.563189907636855,0.00137082071035929,0.00136535547029669,0,0,0,0.00324770225065766,0,0,0,0,0,0,0,0.00596240702371547,0.0074153170789583,0,0.00563777307963354,4.99013152149232,3.87688611419523,4.18896715524394,0.288607594936709,0.293433641854875,0.273909312916639,0.00137189266311804,0.00139111080197538,0,0.00173955397835995,0,0.00176815899285664,1.67510965089744,1.26491374104359,1.24226628343158,1.39497875366097,1.35589132195097,0.572090172308111
"Enterobacteriales",7.20883081775175,10.8706082331492,17.5366256604907,16.5015470200331,11.9052162849873,0.0457603075092665,0.824916371667046,0.295200447890335,2.05395865798021,0.931359438667149,1.61364331599878,0.609765881994255,2.96435731447898,0.372565622353937,0.596240702371547,0.256569970931957,0.155575722778879,0.18322762508809,0.272474804813722,0.498716805300231,0.413202973759984,0.275105485232068,0.131108648488348,0.255758695795657,0.137189266311804,0.125199972177784,0.0782550545651153,0.229621125143513,0.166624304555339,0.185656694249947,2.25937494942302,0.853612756859097,0.846040174729218,0.563747481758621,3.82130489464707,1.4983314036641
"Erysipelotrichales",0.0946159044829917,3.81088157479883,0.00409606641089008,0.961027596337157,4.9236641221374,0.00152534358364222,0,0.0135724343857625,0.00938737960685654,0.00629296918018344,0.00152951973080453,0.00641858823151848,2.44249575317938,5.05272881225464,2.31639512871346,0.928397698285579,0.172244550219473,1.55179704016913,0.0139730669135242,0.0618845670810506,0.0227749670576369,0.0168776371308017,0.0280947103903604,0.0363012342419642,0.00685946331559019,0.00695555400987689,0.836617674259778,0.00695821591343979,0.00847242226552571,0.00707263597142655,0.111673976726496,0.0587572834549283,0.0470924473457722,0.0440163198970695,0.118877384008408,0.0919430634066608
"Fibrobacterales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6376745917426,0.504333349654801,0.371867946282132,0.363981106841152,0.487569560498251,0.139617244432337
"Flavobacteriales",3.09378989261846,0.0109665656828743,0,0.0812576179016783,0,0.00152534358364222,0.0470916826345361,0.00848277149110157,0.00563242776411392,0,0.172835729580912,0.29365041159197,0.0612154324105107,1.49796012624124,0.0491898579456527,1.1908999228807,0.103717148519252,0,0.0139730669135242,0.0127409402813928,0,0.00337552742616034,0,0.00165005610190746,0.113867091038797,0.0417333240592613,0.0796778737390265,0.111331454615037,0.680617921997232,4.21705919796308,0.0744493178176639,0.0359072287780117,0.0860655072181355,2.07384584130424,1.47821442723498,1.2480419532793
"Frankiales",0.00150183975369828,0.00548328284143717,1.09228437623735,0.00937587898865519,0,0,0.704751388392712,0.447890334730163,0.666503952086814,0.4939980806444,0.90547568063628,0.662719234904283,0,0.00153952736509891,0,0.00148306341579166,0,0.00281888653981677,0.953661816848025,1.30867658033163,1.0232467342324,0.992405063291139,0.760117997783639,1.01478450267309,0.00137189266311804,0.00139111080197538,0,0.0295724176321191,0,0,0.244387978053636,0.649594411529485,0.524512430782222,0.909106299412551,0.516858191340902,0.783218688278962
"Fusobacteriales",0.00300367950739656,0.00137082071035929,0,0.0015626464981092,0,0,0.0146146601279595,0,0.024407186977827,0.0125859383603669,0.0305903946160906,0.00962788234727772,0.00153038581026277,0,0.202721838806326,0.229874829447707,0,0,0.0104798001851431,0,0.00488035008377934,0.00843881856540084,0.0124865379512713,0.00825028050953732,0.0301816385885968,0,0.0142281917391119,0.0139164318268796,0.00141207037758762,0.00530447697856991,0.0728308543868451,0.0244822014395534,0.0422208148617268,0.0440163198970695,0.0516858191340902,0.0459715317033304
"Gaiellales",0,0,0.00136535547029669,0,0,0,0.224091455295379,0.266359024820589,0.199012447665359,0.210814467536145,0.568981339859284,0.205394823408591,0.50349693157645,0,0,0.00889838049474996,0.00555627581353138,0,1.25582938885299,1.3050363116798,0.937027216085634,1.63544303797468,1.86517660647115,1.62530526037885,0,0,0.00142281917391119,0,0,0,0.501723663553822,0.515758376993259,0.563485490654585,1.16643247727234,0.852816015712489,0.784921337601308
"Gemmatimonadales",0,0,0,0,0,0,0.176999772660842,0.154386441138049,0.0525693257983966,1.01788776489467,0.168247170388498,0.112325294051573,0.299955618811502,0.00769763682549457,0.0327932386304351,0.00444919024737498,0.00555627581353138,0.00563777307963354,2.06976053656577,3.54744180120493,4.79250378227132,2.16540084388186,2.11334654825266,1.95861659296416,0.00137189266311804,0,0,0.0034791079567199,0,0.00176815899285664,1.74146665156101,2.17238734106971,2.60145174648025,1.82667727572839,1.41102286236066,2.4398964789212
"GR-WP33-30",0,0,0,0,0,0,0,0.00169655429822031,0,0,0.0214132762312634,0,0,0,0,0,0,0,0.0506523675615252,0.0364026865182651,0.00162678336125978,0.0472573839662447,0.0515069690489941,0.0346511781400568,0,0,0,0,0,0,0,0.0244822014395534,0.0194865299361816,0.0186222891872217,0,0.0272423891575291
"Holophagales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546040297773976,0.0130142668900782,0,0,0.00825028050953732,0,0,0,0,0,0,1.0940812792335,0.445576066199873,0.576476510612039,0.416462103641504,1.19049670072188,2.83491112170537
"Hydrogenophilales",0,0.00137082071035929,0,0.0031252929962184,0.00636132315521628,0.00457603075092665,0,0,0,0.00157324229504586,0,0,0,0,0,0.00148306341579166,0,0,0,0,0,0,0.00156081724390891,0,0,0,0,0,0,0,1.70100506579054,0.150157502162594,1.12534710381449,0.275948467047013,0.487569560498251,0.76108424708847
"Ignavibacteriales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120381968733224,0,0.00156081724390891,0,0,0,0,0,0,0,1.05685662032466,1.67295043170282,3.33057274159237,2.65282974148877,1.02337921885499,2.17768848327998
"Ktedonobacterales",0,0,0,0,0,0,0,0.00508966289466094,0,0,0,0.0417208235048701,0,0,0,0,0,0,0,0.00728053730365301,0,0,0,0.00825028050953732,0,0,0,0,0,0,0,0.0016321467626369,0,0,0,0
"Lactobacillales",0.00901103852218968,3.70669920081153,0.00819213282178015,0.571928618307966,0.00954198473282443,0.0106774050854955,0.0503393848851937,0.00339310859644063,0.00563242776411392,0.00314648459009172,0.00305903946160905,0.117139235225212,4.54830662810094,2.89277191902086,3.06467721018975,2.49896185560895,3.70788805956328,3.27977448907681,0.183396503240005,0.160171820680366,0.131769452262042,0.183966244725738,0.162324993366527,0.250808527489935,0.37041101904187,0.133546636989636,0.223382610304056,0.253974880840552,1.35135135135135,0.141452719428531,0.467735931506628,0.16321467626369,0.133157954563908,0.154057119639743,0.198128973347346,0.231560307838998
"Legionellales",0,0.00137082071035929,0,0,0,0,0.066577896138482,0.0610759547359313,0.0525693257983966,0.0188789075405503,0.272254512083206,0.0513487058521478,0,0,0,0.00148306341579166,0.00740836775137518,0,0.420938640769916,0.271200014561075,0.115501618649444,0.330801687763713,0.362109600586867,0.516467559897037,0,0,0,0,0,0,0.0987262692799456,0.109353833096672,0.056835712313863,0.132048959691209,0.199851833985149,0.337124565824423
"Lineage_IIa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169293538065652,0.00516858191340902,0.0221344411904924
"Methylococcales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129477074465502,0.00816073381318448,0.0048716324840454,0.0338587076131304,0.0585772616853023,0.023837090512838
"Methylophilales",0,0,0.00136535547029669,0.0015626464981092,0,0.00152534358364222,0.0438439803838784,0.00678621719288126,0.00750990368548523,0.00157324229504586,0.0183542367696543,0.00320929411575924,0,1.19467323531676,2.30447031466603,0.0385596488105831,0.00185209193784379,0.00140944326990839,0.0436658341047631,0.0455033581478313,0.657220477948952,0.0118143459915612,0.0218514414147248,0.0280509537324269,0.00685946331559019,0.0792933157125965,2.39887312721426,0.00521866193507985,0.482928069134966,2.52846735978499,0.0728308543868451,0.158318235975779,0.172131014436271,0.199766374917469,0.0568544010474993,0.139617244432337
"Micrococcales",0.0946159044829917,3.19401225513715,0.057344929752461,1.19229927805732,0.687022900763359,0.173889168535213,0.0876879607677568,0.0305379773679657,0.0262846628991983,0.0692226609820178,0.0229427959620679,0.195766941061314,0.0321381020155181,0.0307905473019783,1.20440621879053,0.0177967609894999,0.0333376548811883,0.198731501057082,0.122264335493337,0.0455033581478313,0.242390720827707,0.0894514767932489,0.0374596138538139,0.0742525245858359,0.0219502826098886,0.0236488836335814,3.35073915456085,0.574052812858783,0.0254172667965771,0.0318268618714195,0.365772735365044,0.272568509360362,0.227342849255452,0.529888774145491,0.682252812569991,0.95688891915821
"Micromonosporales",0.438537208079898,1.54765658199564,6.89914119140918,0,0,0.00152534358364222,0.00649540450131532,0.0475035203501688,0.0469368980342827,0.0173056652455045,0.00611807892321811,0,0,0.00153952736509891,0.00298120351185774,0,0,0,0,0.00182013432591325,0.00976070016755869,0.00168776371308017,0.00312163448781782,0.0198006732228896,0,0,0.00142281917391119,0,0,0.00353631798571328,0.0728308543868451,0.0391715223032855,0.024358162420227,0.0524809968003521,0.239477628654618,0.117482803241844
"Mollicutes_RF9",0,0,0,0,0,0,0,0,0,0,0,0,0.309137933673079,0,0.0119248140474309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myxococcales",0,0,0,0,0,0.00152534358364222,0.344256438569712,0.575131907096687,0.615812102209789,0.391737331466419,0.504741511165494,0.850462940676198,0.0627458182207735,0.0123162189207913,0.104342122915021,0.00593225366316664,0.00185209193784379,0,1.30298848968613,1.03929670009647,0.722291812399343,0.725738396624473,0.838158859979085,1.03623523199789,0,0,0,0.00173955397835995,0,0.00176815899285664,0.998591936815188,0.517390523755896,0.790828339910037,0.487565389629078,0.885550367830746,1.32806647142954
"Neisseriales",0.00300367950739656,0,0.0273071094059338,0,0.0333969465648855,0.0305068716728443,0.0535870871358514,0,0.0431819461915401,0.0424775419662382,0,0,0,0.00153952736509891,0.0476992561897238,0,0,0,0.0419192007405726,0.0236617462368723,0.14803728587464,0.187341772151899,0.202906241708158,0.0132004488152597,0,0,0,0,0,0,0.0647385372327512,0.23666128058235,0.112047547133044,0.152364184259087,0.165394621229089,0.226452359871961
"Nitrosomonadales",0.00450551926109484,0.00137082071035929,0.00136535547029669,0,0,0,0,0,0.00187747592137131,0.00157324229504586,0,0.163673999903721,0,0,0,0,0,0,0.00873316682095261,0.0109208059554795,0.00325356672251956,0.010126582278481,0.00780408621954455,0.0115503927133523,0,0,0,0,0,0,0.26542800265428,0.254614894971356,0.495282635877949,0.323350657705395,0.208466137174164,0.122590751208881
"Nitrospirales",0.00150183975369828,0,0,0,0,0,0.0129908090026306,0.00339310859644063,0.00187747592137131,0,0,0,0,0,0,0.00444919024737498,0,0,0.0296927671912389,0.0036402686518265,0.00162678336125978,0.030379746835443,0.0577502380246297,0.00495016830572239,0.00137189266311804,0,0,0,0,0.00530447697856991,0.220111026591354,0.0620215769802021,0.0552118348191812,0.0761820921295434,0.0379029340316662,0.192399373425049
"NKB5",0,0,0,0,0,0,0.173752070410185,0.176441647014913,0.550100444961793,0.0597832072117427,0.628632609360661,0.0192557646945554,0,0,0,0.00148306341579166,0,0,0.0454124674689536,0.0746255073624433,0.174065819654797,0.140084388185654,0.126426196756622,0.252458583591842,0,0.00139111080197538,0,0,0,0,0.0194215611698254,0.0114250273384583,0.0341014273883178,0.0829538336521695,0.0947573350791655,0.0561874276374038
"Obscuribacterales",0,0,0,0,0,0,0,0.00678621719288126,0.00750990368548523,0.0393310573761465,0.0137656775772407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oceanospirillales",2.13111061049786,0.322142866934434,1.71488647069264,2.60493171234803,6.23727735368957,0.620814838542382,1.43873209704134,1.63038868058972,1.68972832923418,1.33253622390384,1.96390333435301,3.13227105698102,0.782027149044274,0.389500423370025,1.52935740158302,4.07842439342706,0.0166688274405942,0.714587737843552,0.36679300648001,0.342185253271691,0.0829659514242488,0.183966244725738,0.131108648488348,0.204606956636526,1.71486582889755,2.15483063225986,8.77168020716247,23.3204606338935,3.60783981473637,2.29683853172077,0,0,0.0146148974521362,0.00169293538065652,0,0
"OCS116_clade",0,0,0,0,0,0,0.0438439803838784,0.0169655429822031,0.0431819461915401,0.0251718767207338,0.00764759865402264,0.080232352893981,0,0,0,0.00148306341579166,0,0,0.169423436326481,0.0964671192734024,0.156171202680939,0.128270042194093,0.0920882173906257,0.138604712560227,0,0,0,0,0,0,0.00971078058491268,0.0342750820153748,0.0633312222925903,0.0355516429937869,0.0155057457402271,0.0817271674725873
"Oligoflexales",0,0,0,0,0,0,0.167256665908869,0.134027789559405,0.0826089405403376,0.0534902380315592,0.217191801774243,0.155650764614323,0,0,0,0,0,0,0.359806473023248,0.313063104057079,0.0927266515918075,0.109704641350211,0.174811531317798,0.23430796647086,0,0,0,0,0,0,0.0566462200786573,0.117514566909857,0.0292297949042724,0.0829538336521695,0.124045965921817,0.214533814615542
"Pasteurellales",0,0,0,0,0,0,0,0,0.00187747592137131,0,0,0,0.0137734722923649,0,0.07900189306423,0.00148306341579166,0.00740836775137518,0,0,0,0,0,0,0,0,0.00139111080197538,0,0,0,0,0.0631200738019324,0.0424358158285593,0.0292297949042724,0.0253940307098478,0.0223971882914391,0.0561874276374038
"PeM15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016238774946818,0.0084646769032826,0.0241200489292421,0.0153238439011101
"Propionibacteriales",0.00150183975369828,0.0685410355179646,4.6626889310632,0,0.00159033078880407,0.00152534358364222,0.646292747880874,0.337614305345843,0.356720425060549,0.328807639664585,0.29060874885286,0.407580352701423,0.0045911574307883,2.2708028635209,0.00447180526778661,0.00444919024737498,0,0.00140944326990839,0.158943636141338,0.165632223658106,0.0976070016755869,0.19746835443038,0.118622110537077,0.132004488152597,0,0.00278222160395075,0.00284563834782238,0,0.00423621113276286,0.00176815899285664,0.124621684173046,0.231764840294439,0.0795699972394083,0.247168565575852,0.484123839222645,0.35755635769257
"Pseudomonadales",0.352932342119096,7.29139535840107,0.0696331289851313,4.43166546863768,0.0143129770992366,7.32164920148263,0.0129908090026306,0.0729518348234735,0.0131423314495992,0.0283183613108255,0.122361578464362,0.0481394117363886,0.0520331175489341,5.78554383804172,0.137135361545456,4.58563208162781,0.0555627581353138,0.0211416490486258,0.228808970708959,0.0236617462368723,0.0390428006702347,0.0405063291139241,0.0624326897563564,0.0148505049171672,13.3471437194754,0.0236488836335814,0.0540671286086251,0.32877570191003,44.3658391934254,2.19958978711366,0.623108420865231,0.259511335259267,0.519640798298176,1.04454112986507,1.23356821666695,0.735544507253286
"Pseudonocardiales",0.00600735901479312,0.00411246213107788,0.00273071094059338,0.00625058599243679,0,0.00152534358364222,0.0259816180052613,0.0678621719288126,0.00938737960685654,0.00471972688513758,0.0122361578464362,0.0208604117524351,0,0,0,0,0,0,0.0174663336419052,0.00910067162956626,0.00325356672251956,0.0607594936708861,0.00156081724390891,0.00330011220381493,0,0,0,0,0,0,0.116529367018952,0.0701823107933865,0.0194865299361816,0.0135434830452522,0.10337163826818,0.0442688823809848
