Genus,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
Thiobacillus,0,0.001370821,0,0.003125293,0.006361323,0.004576031,0,0,0,0.001573242,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0,0,1.701005066,0.150157502,1.125347104,0.275948467,0.48756956,0.761084247
Thiomonas,0,0,0,0,0,0,0.090935663,0.054289738,0.287253816,0.158897472,0.030590395,0.37067347,0,0,0,0,0,0,0.062878801,0.098287254,0.162678336,0.047257384,0.084284131,0.102303478,0,0,0,0,0,0,0,0.639801531,0.271187542,0.067717415,0.008614303,0.103861609
Tistrella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003236927,0.045700109,0.00649551,0.118505477,0.005168582,0.02553974
Treponema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025895415,0.011425027,0.004871632,0.032165772,0.010337164,0.154941088
Treponema_2,0,0,0,0,0,0,0,0,0,0,0,0,0.006121543,0.073897314,0.544069641,0.001483063,0.001852092,0,0,0.003640269,0,0,0.003121634,0.006600224,0.006859463,0.004173332,0.005691277,0,0.00141207,0,0,0,0,0,0,0
Turicibacter,0,0,0,0,0,0,0,0,0.00938738,0.003146485,0,0.001604647,0.012243086,0.006158109,0.007453009,0,0.029633471,0,0,0,0,0.003375527,0,0,0.002743785,0.001391111,0.829503578,0.001739554,0.00141207,0,0,0,0,0,0,0
Tyzzerella,0,0,0,0,0,0,0,0.001696554,0,0,0,0,0.200480541,0.001539527,0.181853414,0.002966127,0.037041839,0.001409443,0,0.005460403,0.001626783,0.003375527,0,0.009900337,0.002743785,0.001391111,0.002845638,0.006958216,0.00141207,0.003536318,0.001618463,0,0,0,0.001722861,0
Tyzzerella_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001539527,0,0.00444919,0.011112552,0.001409443,0.001746633,0,0.001626783,0.005063291,0.003121634,0.001650056,0.004115678,0,0,0,0.00141207,0,0.032369269,0.029378642,0.021110407,0.032165772,0.017228606,0.047674181
Uliginosibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012947707,0.053860843,0,0,0.034457213,0.011918545
Unassigned,7.829090636,11.37918272,9.486489808,9.694658874,9.785305344,12.21647676,24.95534409,22.15190947,22.93336838,22.53354939,25.98654023,25.23467963,43.13545445,31.7188823,45.06387229,33.21765439,42.7740633,44.4496124,35.73262536,38.36115105,35.33536139,43.31983122,43.59830807,43.47402812,51.09202656,17.91611602,13.77004397,41.39268692,1.461492841,0.595869581,27.50740447,36.94200983,41.95937059,38.54983155,27.40726703,33.66648505
Ureibacillus,0.007509199,0,0,0,0,0,0.038972427,0.040717303,0.037549518,0.023598634,0.019883757,0.025674353,0,0,0,0.001483063,0.016668827,0,0.013973067,0.003640269,0.071578468,0.023628692,0.007804086,0.013200449,0,0,0,0,0,0,0.045316976,0.048964403,0.01948653,0.042323385,0.18779181,0.056187428
Variibacter,0,0,0.001365355,0.001562646,0,0.001525344,0.701503686,0.500483518,0.525693258,0.366565455,0.596512695,0.516696353,0,0.012316219,0.017887221,0.011864507,0,0.001409443,0.525736643,1.29593564,1.460851458,1.2,1.122227598,1.902514685,0,0,0.002845638,0,0,0,1.136161328,0.788326886,0.703138955,1.801283245,2.439570663,1.724783764
Vogesella,0,0,0,0,0,0,0.001623851,0,0,0.001573242,0,0,0,0,0,0,0,0,0.041919201,0.023661746,0.087846302,0.133333333,0.129547831,0.013200449,0,0,0,0,0,0,0.011329244,0.065285871,0.034101427,0.047402191,0.036180073,0.095348362
Vulgatibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019421561,0.001632147,0.003247755,0.005078806,0.017228606,0.044268882
Weissella,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001539527,0.002981204,0,0.005556276,0.00422833,0,0,0,0,0,0,0,0.026431105,0,0.036530634,1.245446073,0.001768159,0,0,0,0,0,0
Wolbachia,0,0,0,0,0.001590331,0,0,0.045806966,0,0,0.00152952,0.592114764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woodsholea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004871632,0,0.036180073,0.013621195
Xanthomonas,0.025531276,0,0,0.02656499,0,0,0.004871553,0,0.045059422,0.06135645,0.00152952,0.001604647,0.003060772,0,0,0.001483063,0,0,0.0052399,0.003640269,0.001626783,0,0,0,0.001371893,0,0,0,0,0.001768159,0.11814783,0.150157502,0.394602231,0.369059913,0.046517237,0.040863584
Zoogloea,0.006007359,0,0,0,0.001590331,0.003050687,0.001623851,0.001696554,0,0.003146485,0.00152952,0.003209294,0.012243086,1.194673235,1.30725774,0.071187044,0.003704184,0.201550388,0,0.023661746,0.00488035,0,0,0.009900337,0.004115678,0.002782222,0.288832292,0.090456807,0.217458838,2.226112172,0.00485539,0.001632147,0.03247755,0.005078806,0,0
